timestamp,nifty_spot,expiry,strike,option_type,ltp,bid,ask,volume,oi,oi_change,iv
2026-08-26 12:58:19,24280.95,2026-09-01,23800.0,CE,558.65,557.4,559.15,3925,3041,443,16.52
2026-08-26 12:58:19,24280.95,2026-09-01,23800.0,PE,7.5,7.45,7.5,421329,68588,21360,10.59
2026-08-26 12:58:19,24280.95,2026-09-01,23850.0,CE,509.55,508.85,510.9,985,900,458,15.0
2026-08-26 12:58:19,24280.95,2026-09-01,23850.0,PE,9.35,9.3,9.4,244656,20817,4026,10.27
2026-08-26 12:58:19,24280.95,2026-09-01,23900.0,CE,463.05,462.1,463.45,5764,3674,-377,14.12
2026-08-26 12:58:19,24280.95,2026-09-01,23900.0,PE,11.85,11.8,11.85,421527,48633,16306,9.98
2026-08-26 12:58:19,24280.95,2026-09-01,23950.0,CE,416.35,415.9,417.15,2863,927,326,13.48
2026-08-26 12:58:19,24280.95,2026-09-01,23950.0,PE,15.1,15.0,15.05,289443,27030,10267,9.68
2026-08-26 12:58:19,24280.95,2026-09-01,24000.0,CE,371.0,370.5,371.45,51438,17440,5844,13.03
2026-08-26 12:58:19,24280.95,2026-09-01,24000.0,PE,19.5,19.45,19.55,663576,92558,29161,9.43
2026-08-26 12:58:19,24280.95,2026-09-01,24050.0,CE,326.5,326.15,327.0,11183,3820,719,12.46
2026-08-26 12:58:19,24280.95,2026-09-01,24050.0,PE,25.2,25.2,25.25,351184,27321,12492,9.18
2026-08-26 12:58:19,24280.95,2026-09-01,24100.0,CE,284.4,284.6,285.0,57816,21755,3782,11.98
2026-08-26 12:58:19,24280.95,2026-09-01,24100.0,PE,32.85,32.6,32.65,649486,72998,11028,8.94
2026-08-26 12:58:19,24280.95,2026-09-01,24150.0,CE,244.3,243.7,244.3,41009,12949,1541,11.47
2026-08-26 12:58:19,24280.95,2026-09-01,24150.0,PE,42.8,42.65,42.8,513873,37760,-1485,8.73
2026-08-26 12:58:19,24280.95,2026-09-01,24200.0,CE,206.8,206.45,206.9,307914,72989,14205,11.09
2026-08-26 12:58:19,24280.95,2026-09-01,24200.0,PE,55.15,55.0,55.05,1185957,113866,1166,8.53
2026-08-26 12:58:19,24280.95,2026-09-01,24250.0,CE,172.4,172.05,172.4,299888,46084,23935,10.75
2026-08-26 12:58:19,24280.95,2026-09-01,24250.0,PE,70.65,70.45,70.6,1033303,61340,9773,8.34
2026-08-26 12:58:19,24280.95,2026-09-01,24300.0,CE,140.75,141.0,141.25,1333683,198473,140348,10.47
2026-08-26 12:58:19,24280.95,2026-09-01,24300.0,PE,89.2,89.0,89.15,2461210,125520,57553,8.11
2026-08-26 12:58:19,24280.95,2026-09-01,24350.0,CE,112.65,112.65,113.0,1252449,135819,106998,10.22
2026-08-26 12:58:19,24280.95,2026-09-01,24350.0,PE,111.25,111.3,111.5,1762468,61147,40474,7.85
2026-08-26 12:58:19,24280.95,2026-09-01,24400.0,CE,88.95,88.75,88.95,1433405,190222,137504,10.02
2026-08-26 12:58:19,24280.95,2026-09-01,24400.0,PE,137.6,137.4,137.6,1463517,66075,33529,7.55
2026-08-26 12:58:19,24280.95,2026-09-01,24450.0,CE,68.2,68.4,68.6,725688,89378,73146,9.84
2026-08-26 12:58:19,24280.95,2026-09-01,24450.0,PE,167.3,166.3,166.7,477091,23171,18643,7.2
2026-08-26 12:58:19,24280.95,2026-09-01,24500.0,CE,51.75,51.6,51.75,1288736,192672,108580,9.73
2026-08-26 12:58:19,24280.95,2026-09-01,24500.0,PE,200.6,200.5,200.65,595233,42208,21752,6.73
2026-08-26 12:58:19,24280.95,2026-09-01,24550.0,CE,38.75,38.7,38.75,544316,54545,28626,9.67
2026-08-26 12:58:19,24280.95,2026-09-01,24550.0,PE,237.0,236.7,236.9,126176,7431,5852,6.0
2026-08-26 12:58:19,24280.95,2026-09-01,24600.0,CE,28.3,28.35,28.4,676316,109304,52964,9.63
2026-08-26 12:58:19,24280.95,2026-09-01,24600.0,PE,276.0,276.35,277.05,161524,14005,7796,
2026-08-26 12:58:19,24280.95,2026-09-01,24650.0,CE,20.75,20.75,20.8,339780,43430,19602,9.65
2026-08-26 12:58:19,24280.95,2026-09-01,24650.0,PE,319.45,318.35,319.2,28389,3972,2380,
2026-08-26 12:58:19,24280.95,2026-09-01,24700.0,CE,15.2,15.1,15.15,456880,89309,38422,9.72
2026-08-26 12:58:19,24280.95,2026-09-01,24700.0,PE,362.6,363.1,363.9,34308,5947,2247,
2026-08-26 12:58:19,24280.95,2026-09-01,24750.0,CE,11.1,11.1,11.15,284402,46963,27793,9.82
2026-08-26 12:58:19,24280.95,2026-09-01,24750.0,PE,410.0,408.9,410.05,7339,1264,749,
2026-08-26 12:58:19,24280.95,2026-09-01,24800.0,CE,8.3,8.25,8.3,410391,112713,32583,9.96
2026-08-26 12:58:19,24280.95,2026-09-01,24800.0,PE,456.4,455.4,456.8,10182,2780,849,
2026-08-26 12:59:20,24283.05,2026-09-01,23800.0,CE,557.2,559.6,561.5,3928,3041,443,16.43
2026-08-26 12:59:20,24283.05,2026-09-01,23800.0,PE,7.35,7.25,7.3,422349,68604,21376,10.6
2026-08-26 12:59:20,24283.05,2026-09-01,23850.0,CE,509.55,511.15,512.9,985,900,458,14.91
2026-08-26 12:59:20,24283.05,2026-09-01,23850.0,PE,9.15,9.1,9.15,245166,20765,3974,10.27
2026-08-26 12:59:20,24283.05,2026-09-01,23900.0,CE,462.5,464.1,465.4,5768,3672,-379,14.03
2026-08-26 12:59:20,24283.05,2026-09-01,23900.0,PE,11.55,11.5,11.55,423902,48777,16450,9.98
2026-08-26 12:59:20,24283.05,2026-09-01,23950.0,CE,415.6,417.3,418.6,2865,927,326,13.4
